delta X,delta width (tvoidFree),delta volume (tvoidFree)
-0.5,0.0191723,-3.880860400227437e-02
-4.900000000000000e-01,1.734640718945268e-02,-3.936720247830328e-02
-4.800000000000000e-01,1.734640718945268e-02,-3.820978187283830e-02
-4.700000000000000e-01,1.734640718945268e-02,-3.705844990380924e-02
-4.600000000000000e-01,1.552046959056308e-02,-3.763141423126215e-02
-4.500000000000000e-01,1.552046959056308e-02,-3.646997720424727e-02
-4.400000000000000e-01,1.552046959056308e-02,-3.531463394213985e-02
-4.300000000000000e-01,1.552046959056308e-02,-3.416543274117778e-02
-4.200000000000000e-01,1.552046959056308e-02,-3.301010562017959e-02
-4.100000000000000e-01,1.369453199167348e-02,-3.358937067705270e-02
-4.000000000000000e-01,1.369453199167348e-02,-3.243610475830327e-02
-3.900000000000000e-01,1.369453199167348e-02,-3.128903443228259e-02
-3.800000000000000e-01,1.369453199167348e-02,-3.013578471019207e-02
-3.700000000000000e-01,1.369453199167348e-02,-2.897630700205434e-02
-3.600000000000000e-01,1.369453199167348e-02,-2.782928532944107e-02
-3.500000000000000e-01,1.369453199167348e-02,-2.667603567077881e-02
-3.400000000000000e-01,1.186859439278365e-02,-2.727181717054117e-02
-3.300000000000000e-01,1.186859439278365e-02,-2.612062859514896e-02
-3.200000000000000e-01,1.186859439278365e-02,-2.497573806814790e-02
-3.100000000000000e-01,1.186859439278365e-02,-2.382456580797543e-02
-3.000000000000000e-01,1.186859439278365e-02,-2.266706286897346e-02
-2.900000000000000e-01,1.004265679389382e-02,-2.328156893510369e-02
-2.800000000000000e-01,1.004265679389382e-02,-2.213880965602011e-02
-2.700000000000000e-01,1.004265679389382e-02,-2.098334647103528e-02
-2.600000000000000e-01,8.216719195003996e-03,-2.160616191059528e-02
-2.500000000000000e-01,8.216719195003996e-03,-2.046551757636839e-02
-2.400000000000000e-01,8.216719195003996e-03,-1.931850009123182e-02
-2.300000000000000e-01,8.216719195003996e-03,-1.816506024456377e-02
-2.200000000000000e-01,8.216719195003996e-03,-1.701802635588656e-02
-2.100000000000000e-01,6.390781596114170e-03,-1.765974945947368e-02
-2.000000000000000e-01,6.390781596114170e-03,-1.651480937194927e-02
-1.900000000000000e-01,6.390781596114170e-03,-1.536339276495491e-02
-1.800000000000000e-01,6.390781596114170e-03,-1.421843621963448e-02
-1.700000000000000e-01,6.390781596114170e-03,-1.307998923532505e-02
-1.600000000000000e-01,6.390781596114170e-03,-1.192852312899673e-02
-1.500000000000000e-01,4.564843997224344e-03,-1.257834403220415e-02
-1.400000000000000e-01,4.564843997224344e-03,-1.143546483024227e-02
-1.300000000000000e-01,4.564843997224344e-03,-1.029914955142275e-02
-1.200000000000000e-01,4.564843997224344e-03,-9.156286945018577e-03
-1.100000000000000e-01,4.564843997224344e-03,-8.006827224356527e-03
-1.000000000000000e-01,4.564843997224344e-03,-6.870561795070285e-03
-9.000000000000000e-02,2.738906398334517e-03,-7.534928708459399e-03
-8.000000000000000e-02,2.738906398334517e-03,-6.394143498907101e-03
-7.000000000000001e-02,2.738906398334517e-03,-5.246706611896523e-03
-6.000000000000000e-02,2.738906398334517e-03,-4.112573142546316e-03
-5.000000000000000e-02,9.129687994449132e-04,-4.787326704604578e-03
-4.000000000000000e-02,1.825937598889826e-03,-2.733115148812915e-03
-3.000000000000000e-02,9.129687994449132e-04,-2.503204746295173e-03
-2.000000000000000e-02,9.129687994449132e-04,-1.371203328219939e-03
-1.000000000000000e-02,9.129687994449132e-04,-2.324955778438831e-04
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.000000000000000e-02,-9.129687994446911e-04,2.236783724447466e-04
2.000000000000000e-02,-9.129687994446911e-04,1.353547649738163e-03
3.000000000000000e-02,-9.129687994446911e-04,2.490178003986321e-03
4.000000000000000e-02,-9.129687994446911e-04,3.633619888113726e-03
5.000000000000000e-02,-9.129687994446911e-04,4.763438649965535e-03
6.000000000000000e-02,-1.825937598889604e-03,4.980874367426225e-03
7.000000000000001e-02,-2.738906398334517e-03,5.203082401390668e-03
8.000000000000000e-02,-1.825937598889604e-03,7.258930402796571e-03
