delta X,delta width (geo),delta volume (appGeo)
2.100000000000000e-01,-1.051716192279073e-02,-2.092371315067176e-02
2.200000000000000e-01,-1.099639972832767e-02,-2.187187864967055e-02
2.300000000000000e-01,-1.147376048072102e-02,-2.281587378187333e-02
2.400000000000000e-01,-1.194925469999986e-02,-2.375572471211407e-02
2.500000000000000e-01,-1.242289282240450e-02,-2.469145737873202e-02
2.600000000000000e-01,-1.289468520123205e-02,-2.562309749602543e-02
2.700000000000000e-01,-1.336464210767041e-02,-2.655067055667515e-02
2.800000000000000e-01,-1.383277373162384e-02,-2.747420183413751e-02
2.900000000000000e-01,-1.429909018252506e-02,-2.839371638500254e-02
3.000000000000000e-01,-1.476360149014244e-02,-2.930923905132565e-02
3.100000000000000e-01,-1.522631760537352e-02,-3.022079446292736e-02
3.200000000000000e-01,-1.568724840102920e-02,-3.112840703966313e-02
3.300000000000000e-01,-1.614640367261155e-02,-3.203210099366460e-02
3.400000000000000e-01,-1.660379313907834e-02,-3.293190033155158e-02
3.500000000000000e-01,-1.705942644359992e-02,-3.382782885661595e-02
3.600000000000000e-01,-1.751331315430926e-02,-3.471991017097775e-02
3.700000000000000e-01,-1.796546276503774e-02,-3.560816767771358e-02
3.800000000000000e-01,-1.841588469604771e-02,-3.649262458295777e-02
3.900000000000000e-01,-1.886458829475379e-02,-3.737330389797733e-02
4.000000000000000e-01,-1.931158283643375e-02,-3.825022844121917e-02
4.100000000000000e-01,-1.975687752493505e-02,-3.912342084033493e-02
4.200000000000000e-01,-2.020048149336928e-02,-3.999290353417484e-02
4.300000000000000e-01,-2.064240380480087e-02,-4.085869877476145e-02
4.400000000000000e-01,-2.108265345292593e-02,-4.172082862923576e-02
4.500000000000000e-01,-2.152123936274442e-02,-4.257931498178058e-02
4.600000000000000e-01,-2.195817039122372e-02,-4.343417953551765e-02
4.700000000000000e-01,-2.239345532795400e-02,-4.428544381438326e-02
4.800000000000000e-01,-2.282710289579748e-02,-4.513312916497969e-02
4.900000000000000e-01,-2.325912175152756e-02,-4.597725675840292e-02
5.000000000000000e-01,-2.368952048646356e-02,-4.681784759204888e-02
