delta X,delta width (hydro),delta volume (hydro)
-0.5,0.0981254,3.565284010367975e-02
-4.900000000000000e-01,9.602969144523832e-02,3.492975570494261e-02
-4.800000000000000e-01,9.260438495076562e-02,3.293843896457327e-02
-4.700000000000000e-01,9.052493812818496e-02,3.220669667549392e-02
-4.600000000000000e-01,8.845277642451688e-02,3.148364852364405e-02
-4.500000000000000e-01,8.638728844168808e-02,3.076875370052412e-02
-4.400000000000000e-01,8.565349281806145e-02,3.130765798688584e-02
-4.300000000000000e-01,8.359843931413358e-02,3.058171751009553e-02
-4.200000000000000e-01,8.154996112421187e-02,2.986391115844733e-02
-4.100000000000000e-01,7.819129303747996e-02,2.789893123684317e-02
-4.000000000000000e-01,7.615863638979503e-02,2.718541854762191e-02
-3.900000000000000e-01,7.413245843840266e-02,2.646690706430488e-02
-3.800000000000000e-01,7.342121716342964e-02,2.700842670441816e-02
-3.700000000000000e-01,7.140517874095731e-02,2.630504607152595e-02
-3.600000000000000e-01,6.939554206775789e-02,2.559005261168923e-02
-3.500000000000000e-01,6.739227878910192e-02,2.488318867043438e-02
-3.400000000000000e-01,6.409774674055368e-02,2.293704269080976e-02
-3.300000000000000e-01,6.210984180396983e-02,2.223437986992094e-02
-3.200000000000000e-01,6.012821734542495e-02,2.152664723292541e-02
-3.100000000000000e-01,5.944239812723273e-02,2.207109571763066e-02
-3.000000000000000e-01,5.747058208618894e-02,2.137850274931119e-02
-2.900000000000000e-01,5.550497264718279e-02,2.068081375648401e-02
-2.800000000000000e-01,5.226397303486907e-02,1.873727243772305e-02
-2.700000000000000e-01,5.031333887838518e-02,1.805032022066033e-02
-2.600000000000000e-01,4.836882144225085e-02,1.735824790043061e-02
-2.500000000000000e-01,4.643039396747928e-02,1.666103609717928e-02
-2.400000000000000e-01,4.576907596352009e-02,1.720827124644386e-02
-2.300000000000000e-01,4.384013914510154e-02,1.652620971226959e-02
-2.200000000000000e-01,4.191722133616871e-02,1.583898293272101e-02
-2.100000000000000e-01,3.873705371979907e-02,1.391351774756311e-02
-2.000000000000000e-01,3.682867987139660e-02,1.323031820176213e-02
-1.900000000000000e-01,3.492623853940113e-02,1.255524085565352e-02
-1.800000000000000e-01,3.302970399195471e-02,1.187496512804831e-02
-1.700000000000000e-01,3.239200541270049e-02,1.241818558724450e-02
-1.600000000000000e-01,3.050465646911915e-02,1.174640751878298e-02
-1.500000000000000e-01,2.737528587422089e-02,9.842831092657489e-03
-1.400000000000000e-01,2.550212398758234e-02,9.168334501445718e-03
-1.300000000000000e-01,2.363474234882856e-02,8.488582001526801e-03
-1.200000000000000e-01,2.177311606845223e-02,7.816941111091769e-03
-1.100000000000000e-01,2.115498906550473e-02,8.375699738867537e-03
-1.000000000000000e-01,1.930229657013793e-02,7.699127838971753e-03
-9.000000000000000e-02,1.745529354977005e-02,7.030677682404507e-03
-8.000000000000000e-02,1.438367152211817e-02,5.144559897104273e-03
-7.000000000000001e-02,1.255045345928107e-02,4.486703241686874e-03
-6.000000000000000e-02,1.072284426581716e-02,3.816812351825405e-03
-5.000000000000000e-02,8.900819992974318e-03,3.155032909072375e-03
-4.000000000000000e-02,8.304771902873043e-03,3.716235642888366e-03
-3.000000000000000e-02,6.491581958291137e-03,3.056368284898525e-03
-2.000000000000000e-02,4.697442506661043e-03,2.404633874495632e-03
-1.000000000000000e-02,1.743981256459470e-03,5.975658522621163e-04
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.000000000000000e-02,-1.727036528772818e-03,-5.913155102146295e-04
2.000000000000000e-02,-2.300087538324447e-03,-3.671788951076227e-05
3.000000000000000e-02,-4.007475581621067e-03,-6.148694623698825e-04
4.000000000000000e-02,-5.698975762143621e-03,-1.174166964059919e-03
5.000000000000000e-02,-8.474812701802614e-03,-2.841368583631820e-03
6.000000000000000e-02,-1.012377477178450e-02,-3.373547943763211e-03
7.000000000000001e-02,-1.175832988484393e-02,-3.888169978043199e-03
8.000000000000000e-02,-1.231430417250490e-02,-3.324895900202463e-03
9.000000000000000e-02,-1.393238063016677e-02,-3.842670279010307e-03
1.000000000000000e-01,-1.553641731860234e-02,-4.343126338004710e-03
1.100000000000000e-01,-1.712704609666238e-02,-4.826838994161031e-03
1.200000000000000e-01,-1.972571385133481e-02,-6.342783713352063e-03
1.300000000000000e-01,-2.128051122486774e-02,-6.812154296108042e-03
1.400000000000000e-01,-2.282322398944681e-02,-7.259141403215152e-03
1.500000000000000e-01,-2.336359274028710e-02,-6.697011517496021e-03
1.600000000000000e-01,-2.489269463817323e-02,-7.149689062537989e-03
1.700000000000000e-01,-2.641032935579790e-02,-7.587316075410966e-03
1.800000000000000e-01,-2.791675346865929e-02,-8.010097198384525e-03
1.900000000000000e-01,-3.036496398123201e-02,-9.405302957012140e-03
2.000000000000000e-01,-3.184070632541769e-02,-9.818348385092768e-03
2.100000000000000e-01,-3.237119681777101e-02,-9.260064806768331e-03
2.200000000000000e-01,-3.476144337354214e-02,-1.060927910580545e-02
2.300000000000000e-01,-3.528909389762691e-02,-1.004572125442993e-02
2.400000000000000e-01,-3.673317085338534e-02,-1.043858626227545e-02
2.500000000000000e-01,-3.906885022593365e-02,-1.173790608239123e-02
2.600000000000000e-01,-4.048579718181755e-02,-1.210352832534689e-02
2.700000000000000e-01,-4.189363026680537e-02,-1.246298082289932e-02
2.800000000000000e-01,-4.329252884460855e-02,-1.282333313035799e-02
2.900000000000000e-01,-4.381272934974723e-02,-1.226534842279858e-02
3.000000000000000e-01,-4.520175966217843e-02,-1.262088140020401e-02
3.100000000000000e-01,-4.658223111976056e-02,-1.296378582309143e-02
3.200000000000000e-01,-4.880217416254806e-02,-1.417985852006765e-02
