time (min),raw light scattering data: detector voltage  (V) detector 1,raw light scattering data: detector voltage  (V) detector 2,raw light scattering data: detector voltage  (V) detector 3,raw light scattering data: detector voltage  (V) detector 4,raw light scattering data: detector voltage  (V) detector 5,raw light scattering data: detector voltage  (V) detector 6,raw light scattering data: detector voltage  (V) detector 7,raw light scattering data: detector voltage  (V) detector 8,raw UV absorbance data: detector voltage  (V) channel 1,raw refractive index data: detector voltage  (V)
0,3.765099939668746,0.2458360827147679,0.3696850048236694,-0.5343311730852892,0.1098311203555119,0.1065923921315024,0.140631742620958,0.07857069890400562,0.05037329693546728,0.05865325891953382
0.00818978523978524,1.253543207577031,0.1770353058761051,0.2949017948558402,-0.5343317675864857,0.1013071219856003,0.1015686230215482,0.1342087176676122,0.07453665949172568,0.05035415321630781,0.05865501327049631
0.01637957047957048,1.49302134870068,0.1993405498116654,0.3106912655061244,-0.5343305667642671,0.1060510254261473,0.1050264095531244,0.1402675575372395,0.07702640561085157,0.05035375266217668,0.05865670522601334
0.02456935571935572,3.354620339862743,0.3774743589030442,0.4518486421386058,-0.5343310474451524,0.1184354386612376,0.1163432928179419,0.1485178076419184,0.082549664031635,0.05036059975141578,0.05866095557806149
0.03275914095914096,3.728070843296046,0.3710766657958143,0.6395484256094532,-0.5343305704861254,0.1202262747858165,0.1118981971962495,0.1451824905454981,0.08157166024666876,0.05036259229318949,0.05865715242490131
0.0409489261989262,3.539534261071982,0.3610903262544118,0.5529801487097606,-0.5343334177629159,0.1279663216927863,0.1141255009175776,0.149837800138544,0.08194684875120199,0.05037727880344145,0.05865790563108699
0.04913871143871144,2.647393413458207,0.2524203849132449,0.3979594138856621,-0.5343324221166586,0.1226668652918472,0.1137111005329794,0.1505167102267592,0.0822871030063573,0.05036220177659762,0.05865623885533201
0.05732849667849668,1.910091290850057,0.2212019393414898,0.3598011352745466,-0.5343303842375375,0.1136634498236343,0.1082075382970813,0.1441420915185804,0.08145908044904526,0.05035792057151202,0.05865149346332415
0.06551828191828192,1.856140775787704,0.2241552844367022,0.3347381372283584,-0.5343303875954771,0.1054788937128714,0.1056499180783116,0.1409636450611711,0.07793659637068376,0.05035206581404671,0.05865519455938126
0.07370806715806716,3.912301998732671,0.2946206770428051,0.3285970911705894,-0.5343295875624907,0.1053884059772499,0.104778035195944,0.1422711016255198,0.07884587275097871,0.0503888177277983,0.05864971377547919
0.0818978523978524,2.479575883284261,0.2779548680218384,0.3495338711304237,-0.5343305942894215,0.1107672722041283,0.1074458438724315,0.1447774360277671,0.07941009883327511,0.05040360365367468,0.05864798721140534
0.09008763763763764,1.897325116335146,0.2235587153772414,0.3199180908104602,-0.5343302286155174,0.1059308837330238,0.1057724781462508,0.1400635071331265,0.07886976575775789,0.0503685743420602,0.05865368234196629
0.09827742287742289,3.518920445305403,0.2923235909350848,0.3522206420118652,-0.5343305400930503,0.1053211550823223,0.1067979017002795,0.143751908531176,0.08160177769216226,0.0503403368916104,0.05865216160133336
0.1064672081172081,4.703481012768395,0.3194438552758818,0.4275829542723216,-0.5343299527725102,0.1114170206492403,0.1059527069868704,0.1447432168875168,0.08415411616302611,0.05034321465375437,0.05864633210692116
0.1146569933569934,3.686242238776694,0.2608395717086883,0.3427624537634728,-0.5343287179783154,0.109215121420679,0.1024055064974838,0.1381785941149931,0.07988340559377993,0.05037838083999081,0.05864500312327951
0.1228467785967786,4.452693792815213,0.3079757284693694,0.3566508872140818,-0.5343304788504072,0.1052018747973588,0.1077836909460404,0.1403247404700155,0.0789672807468476,0.05036765425472289,0.05864981992899432
0.1310365638365638,3.619158599123007,0.3452640444716328,0.3331959896685443,-0.5343294186195238,0.1045637580944612,0.1087029323467388,0.1440682327246854,0.07953504232261979,0.05035773093698508,0.05865193116939434
0.1392263490763491,1.748212825161629,0.2231468909120808,0.2710691987237408,-0.5343287924864502,0.1049859902089554,0.1032178927369604,0.139190319854341,0.07765449906451237,0.05035186414149098,0.05865185027986329
0.1474161343161343,1.276584437129765,0.2087446409173892,0.2946003022826276,-0.5343300329272605,0.1039403954344342,0.1015804129404328,0.1343031983156104,0.07542022059433401,0.05038778655170185,0.05865529889533964
0.1556059195559196,1.144072360003814,0.205019146754665,0.3070011865078758,-0.5343282835075874,0.1040411014910164,0.1039126892552536,0.1362872857723061,0.07635494107943723,0.05042636430387546,0.05865483594560724
0.1637957047957048,1.770239326673641,0.2198358374135325,0.3214348279714291,-0.5343289766817456,0.112462990175768,0.1141026330421923,0.1512055771178587,0.08144565436977731,0.05039319005556455,0.05865591513790189
0.1719854900354901,2.321364128190244,0.2211650435408788,0.3880144126015312,-0.5343307465006423,0.1078830101402236,0.1055378737867337,0.1391485029485128,0.07802074670674583,0.05038267133876247,0.05865759986560619
0.1801752752752753,1.339343394470265,0.1849266480345465,0.3205944632387437,-0.5343294561225036,0.1010908630384556,0.1009688587590823,0.1321444524378227,0.07489837032557965,0.05039557795724466,0.05865712188041705
0.1883650605150605,1.16995692979736,0.2031716375733303,0.3170418306335717,-0.5343291842778072,0.1044784287689225,0.1038783901108981,0.1356106981085663,0.07548967799326506,0.05043229271293639,0.05865406190189581
0.1965548457548458,2.628916349792482,0.2933125036314005,0.3954338144065942,-0.5343306531423445,0.1163964596885991,0.1075790851508307,0.1392997571161039,0.07793886914482327,0.05041754442216757,0.05865275631505405
0.204744630994631,4.793275271954874,0.3014841130650471,0.458609157639624,-0.5343297758531366,0.1193821871708525,0.1092528272479389,0.1401159704370389,0.07890064744990771,0.05038146881084279,0.05865619221552583
0.2129344162344163,3.846007513304059,0.2419435504945988,0.347440665547153,-0.5343292478472359,0.1074967966830003,0.1067401729335682,0.141839981834392,0.07990322733714771,0.05037660638515127,0.05865454475819092
0.2211242014742015,3.051089534400409,0.2178887781828275,0.3144924325212731,-0.5343315009395229,0.1018910198515668,0.1009984484751602,0.1361710261663688,0.07693538855432959,0.05036984665251814,0.05864823055377951
0.2293139867139867,2.192198655219543,0.2318987849902835,0.3390526316904506,-0.5343314839246802,0.1035876351996877,0.1045713248285222,0.1383731155667728,0.07840149892586575,0.05037538138118715,0.05864669348731772
0.237503771953772,2.021916625481492,0.2639087669332589,0.326682373473766,-0.5343295319213955,0.1065678594220368,0.1091000859009827,0.1415343078867636,0.07913115737284535,0.05032824562193254,0.05864618459243353
0.2456935571935572,1.934534750278682,0.2554753531087379,0.3097504918569412,-0.5343294591256314,0.1043392534073667,0.1084608640209545,0.1433616182918359,0.08028581801068054,0.05030735267257032,0.05864145539085493
0.2538833424333424,2.048953237842896,0.2509515684272444,0.3427652207198108,-0.5343293906504492,0.1087272826326078,0.1097244602250058,0.1455336186484765,0.08286441747195841,0.05032878703888399,0.05864496211252469
0.2620731276731277,2.457332222415938,0.2630971718669189,0.3398938319426803,-0.5343308811927893,0.1076511251812175,0.1086001671164847,0.1392262679871865,0.078919987187601,0.05035066230915889,0.05864902810770723
0.2702629129129129,2.624135626833372,0.2308949428490206,0.3093585805216151,-0.5343333910705713,0.106036372387686,0.1102504473257995,0.1403119875231653,0.07812241420675968,0.05034260008970588,0.05864896773692016
0.2784526981526982,2.962138918450838,0.2284887701633335,0.3223784699702949,-0.53433366188417,0.1136510947733991,0.1147389940631814,0.1464023255569609,0.0781473023262232,0.05029615896269293,0.05865044467559539
0.2866424833924834,1.750699091376384,0.1868139100000643,0.2968019021138949,-0.534330346629567,0.1060749555646609,0.1053049246474423,0.1366243652913272,0.07592373589353826,0.05029950064181973,0.05864937438947729
0.2948322686322686,1.498956651941052,0.2249673123257466,0.3126295579825432,-0.5343290646662484,0.1116967534248778,0.1084118640633416,0.1390207421334036,0.07717177955233069,0.05031121015675034,0.05864788618108711
0.3030220538720539,1.743809647178386,0.2981874462016298,0.3413108627183734,-0.5343298985690739,0.1071448146680505,0.104922671081061,0.1405944600015613,0.07858619909149152,0.05034816860654184,0.05864846426930873
0.3112118391118391,1.884761637324427,0.2524785143899124,0.3015782298273932,-0.5343298656743091,0.09832031226822036,0.1016162255801731,0.1373755591898586,0.07765992074250078,0.05035603534165344,0.05864994785429743
0.3194016243516243,1.547475863592032,0.2013926353276049,0.2803369443540419,-0.5343294980091168,0.0999128439284421,0.1021989121347893,0.1344977259957047,0.07523764829350674,0.05035792077202363,0.05864710011700663
0.3275914095914096,1.559121516887361,0.1887661787386248,0.2697084041211005,-0.5343282096776792,0.09795052648507756,0.0989437217273253,0.1317526628331915,0.07609837171670005,0.05041077357760544,0.05864166181705365
0.3357811948311948,2.20574327176389,0.2090763919977949,0.3027854062953983,-0.534329294767379,0.09854660717937019,0.09958508856602985,0.1324633271132798,0.07883651101632676,0.05043482209622596,0.05863845776661021
0.3439709800709801,2.196356980428209,0.2222134313887531,0.3189953134234583,-0.5343297076941325,0.09873614638233813,0.1005780918349416,0.1324687054668829,0.07686683325170236,0.05043075353595346,0.0586417778696474
0.3521607653107653,2.083093077357366,0.2146008048809341,0.3120553663768271,-0.5343278898766486,0.1024946080622243,0.1025868293025514,0.1371148252293725,0.07723542264674495,0.0503768947291658,0.0586396430667701
0.3603505505505505,3.062094330123344,0.2424910383357503,0.3481806010195501,-0.5343277167043682,0.1090984017718952,0.1069101655057044,0.1429995335333973,0.07920102969258494,0.05035208643482127,0.05863341608396139
0.3685403357903358,2.684099860121833,0.2387531692069314,0.3529031048723467,-0.5343289211461426,0.1072619453296753,0.1092678875276439,0.1420817259824072,0.07811530822207946,0.05034709388589941,0.05863828532962046
0.3767301210301211,2.318098687785422,0.2279732991080236,0.3380689644158468,-0.5343291734343671,0.09981672216013035,0.1058365710615294,0.1369127700938124,0.07610703931068401,0.05034480020812907,0.05864414585962845
0.3849199062699063,1.606944460929713,0.1876727843550701,0.3261185931097754,-0.5343279813040112,0.1023120458479708,0.1035695123135851,0.135558528003176,0.07547258751357079,0.05033120526282828,0.05864705572718767
0.3931096915096916,1.879959259858556,0.2330792184709939,0.3722331906084548,-0.5343290958588045,0.1119675643936447,0.108356004994079,0.1386967521259531,0.07577056845512907,0.05030089477305105,0.0586494424703447
0.4012994767494768,2.693988338039681,0.2861528301424249,0.4332145002425072,-0.5343316895400532,0.113242941255809,0.108696866590316,0.1393655173946948,0.0778177133067726,0.05034713743370924,0.05864867528220408
0.409489261989262,2.235131989939845,0.251524331959615,0.4004778436403271,-0.5343318261154884,0.1100118191857498,0.1049285232097847,0.1389589081629565,0.07871801821784484,0.05036834669592448,0.05864807798550933
0.4176790472290473,2.807301371254389,0.2262962095207713,0.3178067705065538,-0.5343285769182612,0.1057954804441729,0.1002616721354256,0.1350264477361872,0.07618759154170809,0.05035502839513613,0.0586488606382807
0.4258688324688325,2.092576633381174,0.1840400381153657,0.2725355569986467,-0.5343271094053683,0.09716311888674128,0.09716761861629782,0.1301330208274854,0.07314494328245182,0.05032287684566562,0.05864936057986506
0.4340586177086177,1.747840036765903,0.1861821813164185,0.2855565794064724,-0.5343277074775826,0.09551556151744077,0.09854138691979879,0.1302242753001348,0.07257219440301786,0.05031092741375309,0.05864985694769929
0.442248402948403,2.650818609213241,0.2680375653765253,0.404075337946467,-0.5343279388237711,0.104106534172303,0.1035008973723013,0.135682298610585,0.07467809433333833,0.05035525036694219,0.05864660904211713
0.4504381881881882,5.551902535358209,0.3877942104588626,0.4254780232532002,-0.5343281492558136,0.1070751703583162,0.1067391146757947,0.1399551009745356,0.07770992814739573,0.05036973841083939,0.05864736897693745
0.4586279734279735,2.843943537013481,0.2501610870551567,0.32285880329328,-0.5343277209952161,0.1076737001076329,0.1086085843923781,0.1469976093160905,0.08049521735943611,0.05035522979611635,0.0586505292735986
0.4668177586677587,2.627307606078373,0.2711951183974165,0.3364679704446842,-0.5343269279993074,0.1132777974423409,0.1126443927854772,0.1514525543137638,0.08323450321107194,0.05031732272235791,0.05864316486938051
0.4750075439075439,1.964357784255286,0.2580071197637562,0.3271601855196211,-0.5343269369207917,0.1083838322927753,0.107407044689274,0.1419234064609611,0.07929758970111391,0.05033943780889716,0.05864221628626132
0.4831973291473292,1.839883057453596,0.2136076711252025,0.3031688350177061,-0.5343285878258293,0.09849824705771054,0.1004103189908757,0.1349777703382835,0.07559039688221043,0.0503618772707313,0.0586440805522
0.4913871143871144,3.655566687574472,0.2574387776382809,0.4167136176232046,-0.5343301626503887,0.1092416964309574,0.107969601154083,0.1459153489324037,0.08095730381247465,0.05032903108901915,0.05864035239001537
0.4995768996268997,3.372616079462159,0.2350366458634972,0.4164639917330851,-0.5343305870782301,0.1115089670681777,0.1054272895298037,0.1452911043361869,0.0793171478023131,0.05032593364614992,0.05864189565424922
0.5077666848666849,2.610348531826959,0.2380134995393554,0.3547687153998276,-0.5343301537708675,0.1006054914564137,0.0992492417725606,0.1350336405910304,0.07659064833693892,0.05035629899842762,0.05865186432285333
